# Supplemental public-domain glossary for the definitions asset.
#
# Format: one entry per line, "<word>\t<gloss>". Lines starting with # and blank
# lines are ignored. Consumed by tools/mergedefs via -glossary. Only a word that is
# itself missing from a word list is folded into the asset, and existing
# (Wiktionary / Webster / WordNet) definitions always win.
#
# These glosses were extracted from public-domain sources for words the primary
# layers do not define. Provenance per section below; details in
# defs/assets/definitions/SOURCES.md.
#
# --- jamieson-scots ---
# Jamieson, Etymological Dictionary of the Scottish Language (PD); Gutenberg #40521.
guarddog	a dog trained to guard persons or property
guarddogs	a dog trained to guard persons or property
gunnen	to begin
habdalah	a Jewish ceremony
habdalahs	a Jewish ceremony
haen	to have (to be in possession of)
haeredes	heres (an heir)
haeres	heres (an heir)
haftoros	haphtara (a biblical selection)
haggadot	a biblical narrative
hagriders	one that hagrides (to harass)
haika	an outer garment worn by Arabs
halachist	a person who contributed to the creation of the Halacha
halachists	a person who contributed to the creation of the Halacha
halakhah	halacha (the legal part of the Talmud)
halakhahs	halacha (the legal part of the Talmud)
haplite	aplite (a fine-grained rock)
haplites	aplite (a fine-grained rock)
hardedge	a geometric painting
hardedges	a geometric painting
havdalah	habdalah (a Jewish ceremony)
havdalahs	habdalah (a Jewish ceremony)
heartfree	(obsolete) not in love
heathbird	the black grouse
heathbirds	the black grouse
hegumenies	the office of a hegumen
hegumeny	the office of a hegumen
hemiolia	hemiola (a rhythmic alteration in music)
hemiolias	hemiola (a rhythmic alteration in music)
heredes	an heir
hoblike	suggestive of an elf
hokypokies	trickery (deception)
hokypoky	trickery (deception)
homines	a member of the genus that includes modern man
honan	a fine silk
honans	a fine silk
hryvna	hryvnia (a monetary unit of Ukraine)
hryvnas	hryvnia (a monetary unit of Ukraine)
huic	used to encourage hunting hounds
hyperpituitary	Derivative of hyperpituitarism ((pathology) overactivity of the pituitary gland, sometimes resulting in acromegaly or gigantism)
illuminato	member of the Illuminati
inconscient	(formal) unconscious; without conscious thought
interage	including persons of various ages
introfied	to increase the wetting properties of
introfies	to increase the wetting properties of
introfy	to increase the wetting properties of
introfying	to increase the wetting properties of
iseikonia	(medicine) a condition in which a person sees the same image in both eyes
iseikonias	(medicine) a condition in which a person sees the same image in both eyes
isochime	isocheim (a type of isotherm)
isochimes	isocheim (a type of isotherm)
isogonies	an equivalent relative growth of parts
isogony	an equivalent relative growth of parts
isostacies	isostasy (the state of balance in the earth's crust)
isostacy	isostasy (the state of balance in the earth's crust)
iterum	again; once more
jagdwurst	a cured German sausage
jagdwursts	a cured German sausage
jeu	a game
jeux	a game
jimmie	a tiny bit of candy for decorating ice cream
jubhah	jubbah (a loose outer garment)
jubhahs	jubbah (a loose outer garment)
junglegym	climbing frame for children
junglegyms	climbing frame for children
kabalism	cabalism (adherence to a cabala)
kabalisms	cabalism (adherence to a cabala)
kabiki	a tropical tree
kabikis	a tropical tree
kalewife	a female vegetable vendor
kalewives	a female vegetable vendor
kebar	caber (a heavy pole thrown as a trial of strength)
kebars	caber (a heavy pole thrown as a trial of strength)
keppen	to catch
ketaine	being in poor taste
khazen	hazzan (hazan)
khazenim	hazzan (hazan)
khazens	hazzan (hazan)
kiaugh	trouble; worry
kiaughs	trouble; worry
killie	a freshwater fish
komondorock	a large, shaggy-coated dog
kryolith	cryolite (a mineral)
kryoliths	cryolite (a mineral)
laich	laigh (a lowland)
laichs	laigh (a lowland)
lallan	a lowland
lalland	a lowland (an area of land lying lower than the adjacent country)
lallands	a lowland (an area of land lying lower than the adjacent country)
landslidden	to win an election by an overwhelming majority
larkishnesses	playful quality
laserdisk	Derivative of laserdisc (a disk similar in size to a long-playing record, on which data is stored in pits in a similar way to data storage on a compact disc, used esp for storing high-quality video)
laserdisks	Derivative of laserdisc (a disk similar in size to a long-playing record, on which data is stored in pits in a similar way to data storage on a compact disc, used esp for storing high-quality video)
latilla	a peeled limb used in ceilings
latillas	a peeled limb used in ceilings
lattin	latten (a brass-like alloy)
lattins	latten (a brass-like alloy)
latu	a monetary unit of Latvia
leukon	a bodily organ consisting of the white blood cells
leukons	a bodily organ consisting of the white blood cells
liblab	a person supporting a coalition of liberal and labor groups
liblabs	a person supporting a coalition of liberal and labor groups
licente	a monetary unit of Lesotho
licht	to light (to illuminate)
lichted	to light (to illuminate)
lichting	to light (to illuminate)
lichts	to light (to illuminate)
lictorian	of or relating to a lictor
linguisa	linguica (a spicy Portuguese sausage)
linguisas	linguica (a spicy Portuguese sausage)
lippered	to ripple (to form ripples (small waves))
lippering	to ripple (to form ripples (small waves))
lippers	to ripple (to form ripples (small waves))
liri	a monetary unit of Italy
litu	a former monetary unit of Lithuania
lordoma	lordosis (a curvature of the spinal column)
lordomas	lordosis (a curvature of the spinal column)
lotters	one who assembles merchandise into salable lots
loupen	to leap (to spring off the ground)
lovevine	a twining herb
lovevines	a twining herb
lyard	streaked with gray
macaber	macabre (gruesome)
macromole	macromolecule
macromoles	macromolecule
madre	mother (to give birth to)
madres	mother (to give birth to)
maiasaura	a species of large, herbivorous, duck-billed dinosaur
maiasauras	a species of large, herbivorous, duck-billed dinosaur
maills	a payment
malaroma	a malodor (an offensive odor)
malaromas	a malodor (an offensive odor)
maline	a delicate net used for veils
malvasian	Derivative of malvasia (another word for malmsey)
manatoid	an aquatic mammal
marcellers	Derivative of marcel (Also called: marcel wave. a hairstyle characterized by repeated regular waves, popular in the 1920s)
marchen	a folktale
maryjane	marijuana
maryjanes	marijuana
mastix	mastic (an aromatic resin)
mastixes	mastic (an aromatic resin)
mattin	matin (a morning song, as of birds)
mausier	mauzy (foggy, misty)
mausiest	mauzy (foggy, misty)
mausy	mauzy (foggy, misty)
maut	malt (to treat or combine with malt (germinated grain))
mauts	malt (to treat or combine with malt (germinated grain))
mavie	mavis (a songbird)
mavies	mavis (a songbird)
medigap	a supplemental health insurance
medigaps	a supplemental health insurance
melodias	a type of organ stop
meno	less -- used as a musical direction
menshen	mensch (an admirable person)
mercado	a market
mercados	a market
mercuration	Derivative of mercurate (to treat or mix with mercury)
mercurations	Derivative of mercurate (to treat or mix with mercury)
messman	a serviceman who works in a dining facility
messmen	a serviceman who works in a dining facility
meuniere	cooked in browned butter
micra	a unit of length
micrified	to make small
micrifies	to make small
micrify	to make small
micrifying	to make small
microluces	a unit of illumination
microtechnic	microtechnique
microtechnics	microtechnique
migg	mig (a type of playing marble)
miggle	a mig (a type of playing marble)
miggles	a mig (a type of playing marble)
miggs	mig (a type of playing marble)
mignonne	daintily small
mikra	micron (a unit of length)
mikron	micron (a unit of length)
mikrons	micron (a unit of length)
miladi	milady (an English gentlewoman)
miladis	milady (an English gentlewoman)
milesimo	a former monetary unit of Chile
milesimos	a former monetary unit of Chile
milings	the activity of running in a one-mile race
milliluces	a unit of illumination
minaudiere	(fashion) a small, handleless bag usually carried by a woman as an accessory for formal wear
minaudieres	(fashion) a small, handleless bag usually carried by a woman as an accessory for formal wear
misagent	a bad agent
misagents	a bad agent
misatone	to atone wrongly
misatoned	to atone wrongly
misatones	to atone wrongly
misatoning	to atone wrongly
misaver	to speak erroneously
misaverred	to speak erroneously
misaverring	to speak erroneously
misavers	to speak erroneously
misbegan	to begin wrongly
misbegin	to begin wrongly
misbeginning	to begin wrongly
misbegins	to begin wrongly
misbias	to bias wrongly
misbiased	to bias wrongly
misbiases	to bias wrongly
misbiasing	to bias wrongly
misbiassed	to bias wrongly
misbiasses	to bias wrongly
misbiassing	to bias wrongly
miscoin	to coin improperly
miscoining	to coin improperly
miscoins	to coin improperly
misenroll	to enroll improperly
misenrolls	to enroll improperly
misinter	to inter improperly
misinterred	to inter improperly
misinterring	to inter improperly
misinters	to inter improperly
mislabor	to labor badly
mislabored	to labor badly
mislaboring	to labor badly
mislabors	to labor badly
misleared	(Scottish & Northern England & Northern Ireland) ill-mannered or rude
mispoise	to poise incorrectly
mispoised	to poise incorrectly
mispoises	to poise incorrectly
mispoising	to poise incorrectly
misprizers	a despiser or scorner
misteuk	to interpret wrongly
momi	a carping person
mongst	amongst (among)
monties	the full amount expected or possible
monty	the full amount expected or possible
mourvedre	a variety of winemaking grape
mourvedres	a variety of winemaking grape
moutonnee	pertaining to a rock formation that has been rounded by the action of glacier
munster	muenster (a mild cheese)
munsters	muenster (a mild cheese)
muspike	a freshwater fish
muspikes	a freshwater fish
myc	a gene that transforms a normal cell into a cancerous cell
mycs	a gene that transforms a normal cell into a cancerous cell
naething	nothing (the absence of all quantity or magnitude)
naethings	nothing (the absence of all quantity or magnitude)
nandins	an evergreen shrub
naphthous	of, relating to or derived from naphtha
nema	a nematode
nemas	a nematode
newwaver	a member of a new-wave movement
newwavers	a member of a new-wave movement
nicoise	served with black olives, tomatoes, olive oil, and often anchovies
nogg	a strong ale
noggs	a strong ale
nona	a virus disease
nonas	a virus disease
nortena	a style of folk music of northern Mexico and Texas
nortenas	a style of folk music of northern Mexico and Texas
nouvelle	a style of French cooking
nucleinic	Derivative of nucleinic acid (another name for nucleic acid)
nymphetic	relating to a nymphet
ocheroid	ocherous (containing or resembling ocher)
oilcamp	a living area for workers at an oil well
oilcamps	a living area for workers at an oil well
oilhole	a hole through which lubricating oil is injected
oilholes	a hole through which lubricating oil is injected
olicook	a doughnut
olicooks	a doughnut
omnimode	of all modes
opercele	opercule (an anatomical part that serves as a lid or cover)
operceles	opercule (an anatomical part that serves as a lid or cover)
oppilant	to obstruct
orphism	a style of art
orphisms	a style of art
outcavil	to surpass in caviling (to carp)
outcaviled	to surpass in caviling (to carp)
outcaviling	to surpass in caviling (to carp)
outcavilled	to surpass in caviling (to carp)
outcavilling	to surpass in caviling (to carp)
outcavils	to surpass in caviling (to carp)
outchid	to surpass in chiding (to scold)
outchidden	to surpass in chiding (to scold)
outchide	to surpass in chiding (to scold)
outchided	to surpass in chiding (to scold)
outchides	to surpass in chiding (to scold)
outchiding	to surpass in chiding (to scold)
outcities	a city on the outskirts of a larger city
outcity	a city on the outskirts of a larger city
outclomb	to surpass in climbing (to ascend)
outgnawn	to surpass in gnawing
outjinx	to surpass in jinxing (to bring bad luck to)
outjinxed	to surpass in jinxing (to bring bad luck to)
outjinxes	to surpass in jinxing (to bring bad luck to)
outjinxing	to surpass in jinxing (to bring bad luck to)
outoffice	an outbuilding
outoffices	an outbuilding
outpeople	to rid (a country) of its people
outpeopled	to rid (a country) of its people
outpeoples	to rid (a country) of its people
outpeopling	to rid (a country) of its people
outpitied	to surpass in pitying (to feel pity (sorrow aroused by another's misfortune))
outpities	to surpass in pitying (to feel pity (sorrow aroused by another's misfortune))
outpity	to surpass in pitying (to feel pity (sorrow aroused by another's misfortune))
outpitying	to surpass in pitying (to feel pity (sorrow aroused by another's misfortune))
outporters	one who lives in an outport
outpupil	a pupil who lives off campus
outpupils	a pupil who lives off campus
outpursue	to pursue farther than
outpursued	to pursue farther than
outpursues	to pursue farther than
outpursuing	to pursue farther than
outsaid	to surpass in saying
outsavor	to surpass in a distinctive taste or smell
outsavored	to surpass in a distinctive taste or smell
outsavoring	to surpass in a distinctive taste or smell
outsavors	to surpass in a distinctive taste or smell
outsay	to surpass in saying
outsaying	to surpass in saying
outsays	to surpass in saying
outstrive	(rare, archaic) to strive harder than
outstriven	(rare, archaic) to strive harder than
outstrives	(rare, archaic) to strive harder than
outstriving	(rare, archaic) to strive harder than
outstrove	(rare, archaic) to strive harder than
outsware	to surpass in swearing (to utter a solemn oath)
outthieve	to surpass in stealing
outthieved	to surpass in stealing
outthieves	to surpass in stealing
outthieving	to surpass in stealing
ovaritides	inflammation of an ovary
overacute	excessively acute
overdyers	one that overdyes (to dye with too much color)
overgoad	to goad too much
overgoading	to goad too much
